Latitude,Longitude,Depth to water (ft),lastLoc,Address
40.51527778,-94.61305556,9.14,4030060802523d,Missouri
40.50166667,-80.42305556,8.59,4028510872135d,Pennsylvania
40.48083333,-87.35972222,15.08,4027500784522d,Indiana
40.46388889,-78.75611111,7.8,4027350771009d,Pennsylvania
40.45972222,-77.16916667,11.63,4027340870334d,Pennsylvania
40.45944444,-87.05944444,20.96,4026570934702d,Indiana
40.44916667,-93.78388889,13.15,4026430751505d,Missouri
40.44527778,-75.25138889,39.7,4026270952206d,Pennsylvania
40.44083333,-95.36833333,5.27,4026180952227d,Missouri
40.43833333,-95.37416667,17.22,4026150755305d,Missouri
40.4375,-75.88472222,134.07,4025580873515d,Pennsylvania
40.43277778,-87.5875,22.32,4025530742717d,Illinois
40.43138889,-74.45472222,15.49,4024520782713d,New Jersey
40.41444444,-78.45361111,10.51,4024110773748d,Pennsylvania
40.40305556,-77.63,12.94,4023220854819d,Pennsylvania
40.38944444,-85.80527778,3.91,4023121095457d,Indiana
40.38666667,-109.9158333,11.98,4022550764220d,Utah
40.38194444,-76.70555556,9.61,4022070761808d,Pennsylvania
40.36861111,-76.30222222,8.98,4021510745253d,Pennsylvania
40.36416667,-74.88138889,2.8,4021430741852d,New Jersey
40.36194444,-74.31444444,2.65,4021380790318d,New Jersey
40.36055556,-79.055,16.4,4019210892821d,Pennsylvania
40.3225,-89.4725,6.99,4019210892821d,Illinois
40.3225,-89.4725,33.19,4019200921303d,Illinois
40.32222222,-92.2175,26.52,4018430780754d,Missouri
40.31194444,-78.13166667,53.47,4018040744326d,Pennsylvania
40.30111111,-74.72388889,30.44,4017330751714d,New Jersey
40.2925,-75.28722222,7.94,	401707084103d,Pennsylvania
4.036111111,-708.6841667,61.26,4016540882120d,
40.28166667,-88.35555556,9.46,4016540882120d,Illinois
40.28166667,-88.35555556,46.7,4016370760715d,Illinois
40.27694444,-76.12083333,10.49,4015320850853d,Pennsylvania
40.25888889,-85.14805556,11.03,4015281194705d,Indiana
40.25777778,-119.7847222,252.97,4014440934420d,Nevada
40.24555556,-93.73888889,4.2,4013121124423d,Missouri
40.22,-112.7397222,75.23,4012160803627d,Utah
40.20444444,-80.6075,39.01,4011570750320d,Virginia
40.19916667,-75.05555556,31.8,4011220841434d,Pennsylvania
40.18944444,-84.24277778,6.88,4010570914945d,Ohio
40.1825,-91.82916667,62.4,4009160764923d,Missouri
40.15444444,-76.82305556,19.71,4006410854137d,Pennsylvania
40.11138889,-85.69361111,16.35,4005400825404d,Indiana
40.09444444,-82.90111111,20.63,4005320861839d,Ohio
40.09222222,-86.31083333,50.95,4004580935820d,Indiana
40.08277778,-93.97222222,133.38,4002510944859d,Missouri
40.0475,-94.81638889,9.04,4002470864821d,Missouri
40.04638889,-86.80583333,37.48,4002330802613d,Indiana
40.0425,-80.43694444,35.34,4002320742132d,Pennsylvania
40.04222222,-74.35888889,27.16,4002170782819d,New Jersey
40.03805556,-78.47194444,24.83,4002090771833d,Pennsylvania
40.03583333,-77.30916667,19.08,4001551015213d,Pennsylvania
40.03194444,-101.8702778,19.3,4001180860249d,Nebraska
40.02166667,-86.04694444,88.01,4001050935916d,Indiana
40.01805556,-93.98777778,77.84,4001040860231d,Missouri
40.01777778,-86.04194444,51.84,4000000860232d,Indiana
40,-86.04222222,22.6,3959280745027d,Indiana
39.99111111,-74.84083333,5.89,3959200790215d,New Jersey
39.98888889,-79.0375,24.17,	395847084085d,Pennsylvania
4.606666667,-708.6902778,10.1,3958460770406d,
39.97944444,-77.06833333,11.95,3955120752937d,Pennsylvania
39.92,-75.49361111,7.34,3954500754854d,Delaware
39.91388889,-75.815,12.19,3953550950516d,Pennsylvania
39.89861111,-95.08777778,3.81,3953220773653d,Missouri
39.88944444,-77.61472222,77.33,3953160835931d,Pennsylvania
39.88777778,-83.99194444,0.77,3952450862735d,Ohio
39.87916667,-86.45972222,100.25,3952230862142d,Indiana
39.87305556,-86.36166667,5.49,3952230862142d,Indiana
39.87305556,-86.36166667,5.33,3951500742842d,Indiana
39.86388889,-74.47833333,21.72,3951361082100d,New Jersey
39.86,-108.35,59.83,3950430912626d,Colorado
39.84527778,-91.44055556,23.69,3949520861109d,Missouri
39.83111111,-86.18583333,17.58,3949400854601d,Indiana
39.82777778,-85.76694444,24.67,3949330814417d,Indiana
39.82583333,-81.73805556,30.74,3949150841033d,Ohio
39.82083333,-84.17583333,26.01,3948430793514d,Ohio
39.81194444,-79.58722222,23.69,3947550781350d,Pennsylvania
39.79861111,-78.23055556,50.14,3946550800143d,Pennsylvania
39.78194444,-80.02861111,28.68,3946320860927d,Pennsylvania
39.77555556,-86.1575,35.43,3944420841116d,Indiana
39.745,-84.18777778,102.36,	394438084335d,Ohio
4.578611111,-808.7263889,33.09,3944300772250d,Other
39.74166667,-77.38055556,94.21,3944260850806d,Pennsylvania
39.74055556,-85.135,15.86,3943540750259d,Indiana
39.73166667,-75.04972222,16.08,3942360752721d,New Jersey
39.71,-75.45583333,12.38,3942010931811d,New Jersey
39.70027778,-93.30305556,15.29,3941560920302d,Missouri
39.69888889,-92.05055556,27.14,3940361161834d,Missouri
39.67666667,-116.3094444,38.8,	394025084162d,Nevada
4.567222222,-508.7005556,23.55,3940130934002d,Other
39.67027778,-93.66722222,18.81,3940080770056d,Missouri
39.66888889,-77.01555556,3.11,3939590795559d,Maryland
39.66638889,-79.93305556,97.72,3939430854909d,Virginia
39.66194444,-85.81916667,18.82,3939281135226d,Indiana
39.65777778,-113.8738889,31.83,3939021035540d,Utah
39.65055556,-103.9277778,12.6,3938510773430d,Colorado
39.6475,-77.575,45.58,3938041161658d,Maryland
39.63444444,-116.2827778,5.66,3938041161658d,Nevada
39.63444444,-116.2827778,-1.86,3937500903331d,Nevada
39.63055556,-90.55861111,6.5,3937490791903d,Illinois
39.63027778,-79.3175,15.02,3936190870430d,Maryland
39.60527778,-87.075,15,3936160861345d,Indiana
39.60444444,-86.22916667,14.28,3935440930756d,Indiana
39.59555556,-93.13222222,21.29,3935220855554d,Missouri
39.58944444,-85.93166667,12.3,3934230861610d,Indiana
39.57305556,-86.26944444,13.33,3933330744424d,Indiana
39.55916667,-74.74,37.65,3933180841901d,New Jersey
39.555,-84.31694444,18.99,3933101144750d,Ohio
39.55277778,-114.7972222,12.96,	393153083322d,Nevada
4.554166667,-308.5561111,7.89,3929310764103d,Other
39.49194444,-76.68416667,38.27,3929020842559d,Maryland
39.48388889,-84.43305556,12.16,3928200872426d,Ohio
39.47222222,-87.40722222,42.39,3928130921247d,Indiana
39.47027778,-92.21305556,134.91,3928080842836d,Missouri
39.46888889,-84.47666667,30.67,3927570775010d,Ohio
39.46583333,-77.83611111,48.94,3927330750924d,Virginia
39.45916667,-75.15666667,176.76,3927320750924d,New Jersey
39.45888889,-75.15666667,5.46,3927310750924d,New Jersey
39.45861111,-75.15666667,5.46,3927250775824d,New Jersey
39.45694444,-77.97333333,48.78,3926120862300d,Virginia
39.43666667,-86.38333333,61.62,	392553081281d,Indiana
4.548611111,-308.2225,29.56,3923360945504d,Other
39.39333333,-94.91777778,14.91,3923210921539d,Missouri
39.38916667,-92.26083333,117.38,3922360843348d,Missouri
39.37666667,-84.56333333,11.28,3922000785320d,Ohio
39.36666667,-78.88888889,25.83,3921470905419d,Virginia
39.36305556,-90.90527778,45.78,3921040775548d,Missouri
39.35111111,-77.93,22.28,3920450933024d,Virginia
39.34583333,-93.50666667,10.42,3920220853718d,Missouri
39.33944444,-85.62166667,4.2,	392016082272d,Indiana
4.533611111,-608.3866667,51.3,3919330754350d,Other
39.32583333,-75.73055556,7.85,3919200780322d,Delaware
39.32222222,-78.05611111,30.15,3919050843810d,Virginia
39.31805556,-84.63611111,32.93,3918250912851d,Ohio
39.30694444,-91.48083333,92.78,3916270855344d,Missouri
39.27416667,-85.89555556,17.82,3915420774238d,Indiana
39.26166667,-77.71055556,59.83,3913080810642d,Virginia
39.21888889,-81.11166667,27.02,3912360941702d,Virginia
39.21,-94.28388889,11.51,3912220931855d,Missouri
39.20611111,-93.31527778,56.06,3911490920729d,Missouri
39.19694444,-92.12472222,379.58,3910200802441d,Missouri
39.17222222,-80.41138889,42.98,3909480780016d,Virginia
39.16333333,-78.00444444,38.86,3909450942340d,Virginia
39.1625,-94.39444444,32.24,3909450914940d,Missouri
39.1625,-91.82777778,333.97,3909251114553d,Missouri
39.15694444,-111.7647222,19.32,	390841082535d,Utah
4.523333333,-108.4263889,22.93,3907500932334d,Other
39.13055556,-93.39277778,85.42,3907430775045d,Missouri
39.12861111,-77.84583333,29.9,3907401030558d,Virginia
39.12777778,-103.0994444,48.09,3906510921251d,Colorado
39.11416667,-92.21416667,403.76,3906230773142d,Missouri
39.10638889,-77.52833333,33.3,3903480780355d,Virginia
39.06333333,-78.06527778,37.8,3903330783708d,Virginia
39.05916667,-78.61888889,14.67,3902070925708d,Virginia
39.03527778,-92.95222222,59.32,3901560745334d,Missouri
39.03222222,-74.89277778,12.77,3901500905428d,New Jersey
39.03055556,-90.90777778,251.17,3858490795639d,Missouri
38.98027778,-79.94416667,45.28,3858450905838d,Virginia
38.97916667,-90.97722222,190.27,3858370905947d,Missouri
38.97694444,-90.99638889,368.75,3857180922342d,Missouri
38.955,-92.395,169.79,3856380772201d,Missouri
38.94388889,-77.36694444,14.99,3856070773811d,Virginia
38.93527778,-77.63638889,9.95,3855211145036d,Virginia
38.9225,-114.8433333,433.95,3855120881124d,Nevada
38.92,-88.19,4.56,3854320913432d,Illinois
38.90888889,-91.57555556,253.92,3854280912650d,Missouri
38.90777778,-91.44722222,361.38,3850410753956d,Missouri
38.84472222,-75.66555556,13.59,3849570774817d,Delaware
38.8325,-77.80472222,22.55,3849510872025d,Virginia
38.83083333,-87.34027778,13.48,3849490852519d,Indiana
38.82138889,-91.99555556,371.7,3848490900920d,Missouri
38.81361111,-90.15555556,16.78,3848460905103d,Missouri
38.81277778,-90.85083333,230.68,3848320931925d,Missouri
38.80888889,-93.32361111,189.72,3848210784723d,Missouri
38.80583333,-78.78972222,13.55,3847370903720d,Virginia
38.79361111,-90.62222222,91.15,3847130914743d,Missouri
38.78694444,-91.79527778,244.44,3845450933316d,Missouri
38.7625,-93.55444444,176.59,3845340934311d,Missouri
38.75944444,-93.71972222,148.91,3844550932010d,Missouri
38.74861111,-93.33611111,272.51,3843330763947d,Missouri
38.72583333,-76.66305556,175.3,3842580912430d,Maryland
38.71611111,-91.40833333,20.11,3841470931019d,Missouri
38.69638889,-93.17194444,176.87,3839301224948d,Missouri
38.65833333,-122.83,19.12,3839290924649d,California
38.65805556,-92.78027778,122.95,3839060905114d,Missouri
38.65166667,-90.85388889,40.59,3837460764829d,Missouri
38.62944444,-76.80805556,4.81,3837300752135d,Maryland
38.625,-75.35972222,11.98,3837070923117d,Delaware
38.61861111,-92.52138889,240.86,3836590865459d,Missouri
38.61638889,-86.91638889,25.89,3836440911249d,Indiana
38.61222222,-91.21361111,43.23,	383638082103d,Missouri
4.400833333,-808.3508333,32.71,3836280904119d,Other
38.60777778,-90.68861111,97.37,3835500920942d,Missouri
38.59722222,-92.16166667,20.23,3834230772459d,Missouri
38.57305556,-77.41638889,7.19,3833480764113d,Virginia
38.56333333,-76.68694444,83.13,3833480764113d,Maryland
38.56333333,-76.68694444,77.19,3833020904202d,Maryland
38.55055556,-90.70055556,182.66,3832470873610d,Missouri
38.54638889,-87.60277778,10.22,3832390763542d,Indiana
38.54416667,-76.595,211.67,3832260920540d,Maryland
38.54055556,-92.09444444,179.64,3830480892632d,Missouri
38.51333333,-89.44222222,4.54,3830310903841d,Illinois
38.50861111,-90.64472222,220.09,3828360915023d,Missouri
38.47666667,-91.83972222,320.41,3827480935951d,Missouri
38.46333333,-93.9975,106.03,3827450912757d,Missouri
38.4625,-91.46583333,151.88,3827260931216d,Missouri
38.45722222,-93.20444444,55.4,3826350750306d,Missouri
38.44305556,-75.05166667,12.51,3825490762601d,Maryland
38.43027778,-76.43361111,116.66,3825230785355d,Maryland
38.42305556,-78.89861111,20.81,3824430750335d,Virginia
38.41194444,-75.05972222,5.87,3824070762603d,Maryland
38.40194444,-76.43416667,238.05,3823250750633d,Maryland
38.39027778,-75.10916667,7.56,3823231042007d,Maryland
38.38972222,-104.3352778,21.99,3823230860445d,Colorado
38.38972222,-86.07916667,11.01,3822150750419d,Indiana
38.37083333,-75.07194444,11.7,3822050823045d,Maryland
38.36805556,-82.5125,34.14,3821560853824d,Virginia
38.36555556,-85.64,34.18,3821500784240d,Indiana
38.36388889,-78.71111111,71.92,3821000905928d,Virginia
38.35,-90.99111111,63.31,3820461125927d,Missouri
38.34611111,-112.9908333,93.21,3820380750659d,Utah
38.34388889,-75.11638889,5.88,3820080802928d,Maryland
38.33555556,-80.49111111,24.45,3819560762753d,Virginia
38.33222222,-76.46472222,151.96,3816520932155d,Maryland
38.28111111,-93.36527778,72.37,3816190813929d,Missouri
38.27194444,-81.65805556,29.66,3814050902603d,Virginia
38.23472222,-90.43416667,94.44,3812170911045d,Missouri
38.20472222,-91.17916667,171.53,3811320765510d,Missouri
38.19222222,-76.91944444,7.04,3811100765505d,Virginia
38.18611111,-76.91805556,78.93,3810450915648d,Virginia
38.17916667,-91.94666667,127.3,3810020780942d,Missouri
38.16722222,-78.16166667,33.57,3809000911539d,Virginia
38.15,-91.26083333,213.05,3807581152046d,Missouri
38.13277778,-115.3461111,796.31,3807580875510d,Nevada
38.13277778,-87.91944444,17.49,3807170923954d,Indiana
38.12138889,-92.665,122.56,3806530801553d,Missouri
38.11472222,-80.26472222,69.72,3806260873444d,Virginia
38.10722222,-87.57888889,22.91,3806160753807d,Indiana
38.10444444,-75.63527778,5.22,3805450942135d,Maryland
38.09583333,-94.35972222,100.62,3805311145342d,Missouri
38.09194444,-114.895,844.24,3805010903355d,Nevada
38.08361111,-90.56527778,106.93,3804350902813d,Missouri
38.07638889,-90.47027778,90.64,3803220911426d,Missouri
38.05611111,-91.24055556,144.26,3802520794728d,Missouri
38.04777778,-79.79111111,9.01,3802290934647d,Virginia
38.04138889,-93.77972222,99.68,3800380924427d,Missouri
38.01055556,-92.74083333,259.38,3759280843620d,Missouri
37.99111111,-84.60555556,10.54,3758330822121d,Kentucky
37.97583333,-82.35583333,29.8,3757490914750d,Virginia
37.96361111,-91.79722222,368.02,3757230753444d,Missouri
37.95638889,-75.57888889,9.96,3756350752715d,Virginia
37.94305556,-75.45416667,21.74,3756350752715d,Virginia
37.94305556,-75.45416667,9.24,3756250914804d,Virginia
37.94027778,-91.80111111,189.96,3756170904654d,Missouri
37.93805556,-90.78166667,205.86,3754290923007d,Missouri
37.90805556,-92.50194444,16.77,3753060901253d,Missouri
37.885,-90.21472222,314.62,3752590931814d,Missouri
37.88305556,-93.30388889,49.38,3750501090348d,Missouri
37.84722222,-109.0633333,37.87,3750060761831d,Utah
37.835,-76.30861111,63.8,3746490902426d,Virginia
37.78027778,-90.40722222,65.2,3744530882617d,Missouri
37.74805556,-88.43805556,6.08,3744410771218d,Illinois
37.74472222,-77.205,198.11,3744410771218d,Virginia
37.74472222,-77.205,187.69,3744250754000d,Virginia
37.74027778,-75.66666667,98.99,3744250754000d,Virginia
37.74027778,-75.66666667,49.2,3742540945245d,Virginia
37.715,-94.87916667,20.05,3741510854132d,Kansas
37.6975,-85.69222222,103.18,3740121054104d,Kentucky
37.67,-105.6844444,6.68,3739550910659d,Colorado
37.66527778,-91.11638889,189.32,3739301184916d,Missouri
37.65833333,-118.8211111,75.88,3739240772230d,California
37.65666667,-77.375,175.7,3739240772230d,Virginia
37.65666667,-77.375,175.78,3739060923852d,Virginia
37.65166667,-92.64777778,213.25,3739051185707d,Missouri
37.65138889,-118.9519444,492.45,3739041185707d,California
37.65111111,-118.9519444,331.5,3739041185707d,California
37.65111111,-118.9519444,331.52,3738451185742d,California
37.64583333,-118.9616667,351.39,3738451185742d,California
37.64583333,-118.9616667,351.32,3738390812552d,California
37.64416667,-81.43111111,27.2,3738301092832d,Virginia
37.64166667,-109.4755556,63.31,3737580792716d,Utah
37.63277778,-79.45444444,24.02,3737370770832d,Virginia
37.62694444,-77.14222222,20.14,3737010931516d,Virginia
37.61694444,-93.25444444,58.69,3736530913301d,Missouri
37.61472222,-91.55027778,328.43,3736200934703d,Missouri
37.60555556,-93.78416667,134.36,3735590900829d,Missouri
37.59972222,-90.14138889,164.66,3733160771252d,Missouri
37.55444444,-77.21444444,210.76,3733160771252d,Virginia
37.55444444,-77.21444444,212.12,3732350764823d,Virginia
37.54305556,-76.80638889,192.76,3732350764823d,Virginia
37.54305556,-76.80638889,185.12,3732350764822d,Virginia
37.54305556,-76.80611111,12.87,3732340803201d,Virginia
37.54277778,-80.53361111,92.51,3732100901806d,Virginia
37.53611111,-90.30166667,99.29,3731460781612d,Missouri
37.52944444,-78.27,33.54,3730540765845d,Virginia
37.515,-76.97916667,96.15,3729580941610d,Virginia
37.49944444,-94.26944444,297.05,3729340765146d,Missouri
37.49277778,-76.86277778,117.94,3728530910618d,Virginia
37.48138889,-91.105,146.93,3727150905107d,Missouri
37.45416667,-90.85194444,18.67,3727050755559d,Missouri
37.45138889,-75.93305556,8.1,3726391145209d,Virginia
37.44416667,-114.8691667,863.29,3726210764043d,Nevada
37.43916667,-76.67861111,41.16,3726210764042d,Virginia
37.43916667,-76.67833333,97.94,3726210764042d,Virginia
37.43916667,-76.67833333,105.75,3726080784046d,Virginia
37.43555556,-78.67944444,24.1,3725460765329d,Virginia
37.42944444,-76.89138889,122.02,3725430792954d,Virginia
37.42861111,-79.49833333,9.84,3725430792954d,Virginia
37.42861111,-79.49833333,14.71,3725350765813d,Virginia
37.42638889,-76.97027778,111.02,3725350765813d,Virginia
37.42638889,-76.97027778,114.45,3725210893624d,Virginia
37.4225,-89.60666667,165.74,3723380940528d,Missouri
37.39388889,-94.09111111,332.74,3723220812415d,Missouri
37.38944444,-81.40416667,22.87,3722240794236d,Virginia
37.37333333,-79.71,9.2,3722230802348d,Virginia
37.37305556,-80.39666667,44.05,3722020943702d,Virginia
37.36722222,-94.61722222,253.19,3722020943702d,Missouri
37.36722222,-94.61722222,239.24,3721560764317d,Missouri
37.36555556,-76.72138889,128.87,3721560764317d,Virginia
37.36555556,-76.72138889,129.07,3721530913223d,Virginia
37.36472222,-91.53972222,64.79,3721500794223d,Missouri
37.36388889,-79.70638889,33.47,3721450764932d,Virginia
37.3625,-76.82555556,185.66,3720530784938d,Virginia
37.34805556,-78.82722222,1.88,3718410815842d,Virginia
37.31138889,-81.97833333,19.55,3718010932604d,Virginia
37.30027778,-93.43444444,187.14,3718000920948d,Missouri
37.3,-92.16333333,267.65,3716530795521d,Missouri
37.28138889,-79.9225,18.88,3716440772446d,Virginia
37.27888889,-77.41277778,15.86,3715480931447d,Virginia
37.26333333,-93.24638889,227.84,3715480931447d,Missouri
37.26333333,-93.24638889,18.63,3715430760034d,Missouri
37.26194444,-76.00944444,12.05,3714350931347d,Virginia
37.24305556,-93.22972222,353.91,3712080763411d,Missouri
37.20222222,-76.56972222,142.56,3712080763411d,Virginia
37.20222222,-76.56972222,142.83,3711320764055d,Virginia
37.19222222,-76.68194444,83.56,3711320764055d,Virginia
37.19222222,-76.68194444,87.38,3711220781144d,Virginia
37.18944444,-78.19555556,15.89,3710400763517d,Virginia
37.17777778,-76.58805556,113.82,3710360941713d,Virginia
37.17666667,-94.28694444,292.79,3709070931441d,Missouri
37.15194444,-93.24472222,268.98,3708410762752d,Missouri
37.14472222,-76.46444444,11.69,3708280942741d,Virginia
37.14111111,-94.46138889,570.49,3708120802619d,Missouri
37.13666667,-80.43861111,4.77,3707120764132d,Virginia
37.12,-76.69222222,9.51,3706550930353d,Virginia
37.11527778,-93.06472222,219.34,3706240922447d,Missouri
37.10666667,-92.41305556,574.15,3706040824039d,Missouri
37.10111111,-82.6775,37.65,3706000942235d,Virginia
37.1,-94.37638889,16.35,3705390934940d,Missouri
37.09416667,-93.82777778,63.49,3705390934940d,Missouri
37.09416667,-93.82777778,194.98,3703540933259d,Missouri
37.065,-93.54972222,178.47,3702480900426d,Missouri
37.04666667,-90.07388889,8.15,3702350771140d,Missouri
37.04305556,-77.19444444,98.77,3702350771140d,Virginia
37.04305556,-77.19444444,99.7,3702240943202d,Virginia
37.04,-94.53388889,80.17,3700530765339d,Missouri
37.01472222,-76.89416667,128.44,3700530765339d,Virginia
37.01472222,-76.89416667,128.61,3700050931224d,Virginia
37.00138889,-93.20666667,250.29,3659490914214d,Missouri
36.99694444,-91.70388889,333.28,3659420945042d,Missouri
36.995,-94.845,28.64,3657560762512d,Oklahoma
36.96555556,-76.42,97,3656540910013d,Virginia
36.94833333,-91.00361111,19.29,3656450934316d,Missouri
36.94583333,-93.72111111,85.15,3656440940013d,Missouri
36.94555556,-94.00361111,95.32,3656021124602d,Missouri
36.93388889,-112.7672222,74.42,3656020923951d,Arizona
36.93388889,-92.66416667,285.5,3655590920300d,Missouri
36.93305556,-92.05,205.22,3655300771040d,Missouri
36.925,-77.17777778,68.9,3655300771040d,Virginia
36.925,-77.17777778,81.78,3654540770144d,Virginia
36.915,-77.02888889,129.01,3654540770144d,Virginia
36.915,-77.02888889,129.04,3654510935555d,Virginia
36.91416667,-93.93194444,159.62,3654150933423d,Missouri
36.90416667,-93.57305556,19.24,3654110760716d,Missouri
36.90305556,-76.12111111,8.11,3654110760716d,Virginia
36.90305556,-76.12111111,8.54,3654031124528d,Virginia
36.90083333,-112.7577778,89.62,3653370762516d,Arizona
36.89361111,-76.42111111,94.26,3653370762516d,Virginia
36.89361111,-76.42111111,105.79,3653190893310d,Virginia
36.88861111,-89.55277778,7.97,3653070760553d,Missouri
36.88527778,-76.09805556,18.36,3653070760553d,Virginia
36.88527778,-76.09805556,28.24,3652361124425d,Virginia
36.87666667,-112.7402778,88.56,3652100883913d,Arizona
36.86944444,-88.65361111,8.58,3652041053655d,Kentucky
36.86777778,-105.6152778,2.03,3651500760511d,New Mexico
36.86388889,-76.08638889,23.21,3651410903040d,Virginia
36.86138889,-90.51111111,116.05,3651240755907d,Missouri
36.85666667,-75.98527778,12.65,3651240755907d,Virginia
36.85666667,-75.98527778,12.91,3648520762522d,Virginia
36.81444444,-76.42277778,89.84,3648520762522d,Virginia
36.81444444,-76.42277778,89.16,3648310981202d,Virginia
36.80861111,-98.20055556,4.13,3648210981449d,Oklahoma
36.80583333,-98.24694444,4.72,3648180941853d,Oklahoma
36.805,-94.31472222,322.92,3648180941853d,Missouri
36.805,-94.31472222,97.62,3647450760043d,Missouri
36.79583333,-76.01194444,8.38,3647450760043d,Virginia
36.79583333,-76.01194444,12.67,3647320800703d,Virginia
36.79222222,-80.1175,19.91,3647150760308d,Virginia
36.7875,-76.05222222,10.12,3647130760307d,Virginia
36.78694444,-76.05194444,12.9,3646501144320d,Virginia
36.78055556,-114.7222222,396.64,3646430892123d,Nevada
36.77861111,-89.35638889,9.78,3646420770416d,Mississippi
36.77833333,-77.07111111,95.8,3646420770416d,Virginia
36.77833333,-77.07111111,108.5,3646190762743d,Virginia
36.77194444,-76.46194444,114.25,3646190762742d,Virginia
36.77194444,-76.46166667,120.82,3645580760745d,Virginia
36.76611111,-76.12916667,7.94,3645580760744d,Virginia
36.76611111,-76.12888889,6.69,3645120763437d,Virginia
36.75333333,-76.57694444,92.32,3645040760313d,Virginia
36.75111111,-76.05361111,5.64,3644530935436d,Virginia
36.74805556,-93.91,250.47,3644530935436d,Missouri
36.74805556,-93.91,39.78,3643581203149d,Missouri
36.73277778,-120.5302778,409.26,3643540762450d,California
36.73166667,-76.41388889,1.34,3643381101546d,Virginia
36.72722222,-110.2627778,175.82,3643370963154d,Arizona
36.72694444,-96.53166667,150.39,3643250760115d,Oklahoma
36.72361111,-76.02083333,9.67,3643240915150d,Virginia
36.72333333,-91.86388889,210.64,3643170762945d,Missouri
36.72138889,-76.49583333,0.35,3643130941211d,Virginia
36.72027778,-94.20305556,194.78,3642551080532d,Missouri
36.71527778,-108.0922222,37.01,3642180780157d,New Mexico
36.705,-78.0325,21.69,3641260760035d,Virginia
36.69055556,-76.00972222,4.27,3640590935200d,Virginia
36.68305556,-93.86666667,348.39,3640590765449d,Missouri
36.68305556,-76.91361111,129.88,3640330765626d,Virginia
36.67583333,-76.94055556,128.23,3640330765626d,Virginia
36.67583333,-76.94055556,119.79,3640220824502d,Virginia
36.67277778,-82.75055556,79.59,3640060932003d,Virginia
36.66833333,-93.33416667,331.59,3639280763329d,Missouri
36.65777778,-76.55805556,10.65,3638550931347d,Virginia
36.64861111,-93.22972222,159.85,3638501101008d,Missouri
36.64722222,-110.1688889,203.16,3637490834307d,Arizona
36.63027778,-83.71861111,7.79,3637280931504d,Kentucky
36.62444444,-93.25111111,212.24,3636420763125d,Missouri
36.61166667,-76.52361111,1.39,3636250765226d,Virginia
36.60694444,-76.87388889,175.94,3635510901528d,Virginia
36.5975,-90.25777778,23.95,3635500942326d,Missouri
36.59722222,-94.39055556,364.91,3634420903643d,Missouri
36.57833333,-90.61194444,11.54,3634360923910d,Missouri
36.57666667,-92.65277778,45.79,3633370755950d,Missouri
36.56027778,-75.99722222,4.86,3633370755950d,Virginia
36.56027778,-75.99722222,13.79,3633200762611d,Virginia
36.55555556,-76.43638889,1.37,3632360942903d,Virginia
36.54333333,-94.48416667,480.36,3631431103550d,Missouri
36.52861111,-110.5972222,217.03,3630331014407d,Arizona
36.50916667,-101.7352778,242.11,3629550895818d,Oklahoma
36.49861111,-89.97166667,15.16,3629361095641d,Missouri
36.49333333,-109.9447222,374.75,3629350962915d,Arizona
36.49305556,-96.4875,4.71,3627180895523d,Oklahoma
36.455,-89.92305556,-1.4,3627141030712d,Missouri
36.45388889,-103.12,174.45,3625291161711d,New Mexico
36.42472222,-116.2863889,47.96,3625000892811d,Nevada
36.41666667,-89.46972222,19.93,3622310794108d,Tennessee
36.37527778,-79.68555556,22.72,	362155094254d,North Carolina
4.0375,-509.715,71.11,3619351201345d,Other
36.32638889,-120.2291667,463.93,3618290761632d,California
36.30805556,-76.27555556,4.8,3617390993233d,North Carolina
36.29416667,-99.5425,124.61,3617041151219d,Oklahoma
36.28444444,-115.2052778,108.12,3613341200351d,Nevada
36.22611111,-120.0641667,507.65,3612321150610d,California
36.20888889,-115.1027778,1.77,3612251102407d,Nevada
36.20694444,-110.4019444,829.5,3611450893941d,Arizona
36.19583333,-89.66138889,21.13,3610110795954d,Missouri
36.16972222,-79.99833333,20.65,3605530873522d,North Carolina
36.09805556,-87.58944444,12.88,3605430843431d,Tennessee
36.09527778,-84.57527778,2.91,3605360941057d,Tennessee
36.09333333,-94.1825,21.36,3605210854326d,Arkansas
36.08916667,-85.72388889,50.23,3604250894850d,Tennessee
36.07361111,-89.81388889,16.51,3603520784144d,Missouri
36.06444444,-78.69555556,26.47,3602520901732d,North Carolina
36.04777778,-90.29222222,-20.14,3602520901732d,Missouri
36.04777778,-90.29222222,11.03,3600551103040d,Missouri
36.01527778,-110.5111111,418.93,3559440790134d,Arizona
35.99555556,-79.02611111,35.88,3559331190620d,North Carolina
35.9925,-119.1055556,355.98,3556570783426d,California
35.94916667,-78.57388889,37.12,3556350783851d,North Carolina
35.94305556,-78.6475,107.79,3554570782327d,North Carolina
35.91583333,-78.39083333,9.5,3553590803317d,North Carolina
35.89972222,-80.55472222,15.61,3550310812432d,North Carolina
35.84194444,-81.40888889,21.3,3550310812432d,North Carolina
35.84194444,-81.40888889,10.84,3549160905125d,North Carolina
35.82111111,-90.85694444,85.86,3548550785532d,Arkansas
35.81527778,-78.92555556,42.77,3548180782341d,North Carolina
35.805,-78.39472222,19.8,3547480783159d,North Carolina
35.79666667,-78.53305556,27.73,3546490784007d,North Carolina
35.78027778,-78.66861111,6.18,3546490784007d,North Carolina
